ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Lifetime Days,Country,Year_count
1018,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,Nigeria,1.0
1019,RoomMaster,The Room staff,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
1020,RoomMaster,Missing Data,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,61,Kenya,0.2
1021,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
1022,RoomMaster,Joined post-Sprint August,Free Trial,Mid-career Leader,Staff Nomination,checked,male,92,Cote d'Ivoire,0.3
1023,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,United States of America,0.6
1024,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Kenya,0.6
1025,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214,United States of America,0.6
1026,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,United States of America,1.0
1027,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1028,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,United States of America,0.6
1029,RoomMaster,Missing Data,Free Trial,Mid-career Leader,Corporate Partner,checked,male,61,Kenya,0.2
1030,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1031,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,214,Kenya,0.6
1032,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,United Kingdom,1.0
1033,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
1034,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Nigeria,0.6
1035,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,Cape Verde,1.0
1036,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1037,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184,France,0.5
1038,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Russia,0.6
1039,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,male,31,France,0.1
1040,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,171,USA,0.5
1041,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Switzerland,0.6
1042,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,366,South Africa,1.0
1043,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214,Nigeria,0.6
1044,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Mauritius,0.6
1045,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,United States of America,1.0
1046,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Senegal,0.6
1047,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
1048,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
1049,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184,South Africa,0.5
1050,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
1051,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214,United States of America,0.6
1052,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United States of America,0.6
1053,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,366,United States of America,1.0
1054,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,214,Nigeria,0.6
1055,RoomMaster,Missing Data,Founding Member,Mid-career Leader,Missing Data,checked,male,61,United Kingdom,0.2
1056,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,214,Kenya,0.6
1057,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Kenya,1.0
1058,RoomMaster,Missing Data,Free Trial,Mid-career Leader,Corporate Partner,checked,female,61,United States of America,0.2
1059,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214,United States of America,0.6
1060,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ghana,0.6
1061,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,male,31,Missing Data,0.1
1062,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,male,171,Kenya,0.5
1063,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,214,Uganda,0.6
1064,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1065,RoomMaster,Missing Data,Free Trial,Mid-career Leader,Corporate Partner,checked,male,61,Kenya,0.2
1066,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,153,Namibia,0.4
1067,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Botswana,0.6
1068,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,Kenya,1.0
1069,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,184,Kenya,0.5
1070,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1071,RoomMaster,Missing Data,Free Trial,Mid-career Leader,Corporate Partner,checked,female,61,Kenya,0.2
1072,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United States of America,0.6
1073,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,South Africa,0.6
1074,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United States of America,0.6
1075,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,214,Nigeria,0.6
1076,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,male,214,United States of America,0.6
1077,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,Missing Data,male,214,Kenya,0.6
1078,RoomMaster,Existing Room member,Free Trial,Senior Leader,Investor,checked,male,214,South Africa,0.6
1079,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1080,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,Kenya,1.0
1081,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,153,Ethiopia,0.4
1082,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214,Kenya,0.6
1083,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Corporate Partner,checked,female,153,Kenya,0.4
1084,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1085,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Botswana,1.0
1086,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,214,Nigeria,0.6
1087,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,United States of America,1.0
1088,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214,Kenya,0.6
1089,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,214,South Africa,0.6
1090,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214,Uganda,0.6
1091,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,Missing Data,male,214,United States of America,0.6
1092,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,171,Kenya,0.5
1093,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184,Ethiopia,0.5
1094,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,214,Kenya,0.6
1095,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1096,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,male,214,United States of America,0.6
1097,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,United Kingdom,1.0
1098,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
1099,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,male,171,Missing Data,0.5
1100,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,Missing Data,Missing Data,214,Kenya,0.6
1101,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,153,United Kingdom,0.4
1102,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,214,Guinea,0.6
1103,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,United States of America,0.6
1104,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Nigeria,0.6
1105,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,Missing Data,female,214,Ghana,0.6
1106,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,214,Kenya,0.6
1107,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1108,RoomMaster,Joined post-Sprint - June,Staff Membership,Senior Leader,AL Staff,checked,male,153,Mauritius,0.4
1109,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Mauritius,0.6
1110,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,France,1.0
1111,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,United States of America,0.6
1112,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,366,South Africa,1.0
1113,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,214,South Africa,0.6
1114,RoomMaster,Existing Room member,Staff Membership,Senior Leader,AL Staff,checked,female,214,Germany,0.6
1115,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,Nigeria,1.0
1116,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,School of Wildlife Conservation,checked,male,366,Kenya,1.0
1117,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1118,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214,South Africa,0.6
1119,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
1120,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214,Ghana,0.6
1121,RoomMaster,The Room staff,Free Trial,Mid-career Leader,AL Staff,checked,female,123,Missing Data,0.3
1122,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ghana,0.6
1123,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,Staff Nomination,checked,female,184,United States of America,0.5
1124,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,female,184,Mauritius,0.5
1125,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,214,South Africa,0.6
1126,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,Staff Alumni,checked,male,153,South Africa,0.4
1127,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,male,214,South Africa,0.6
1128,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Nigeria,1.0
1129,RoomMaster,Existing Room member,Premium Paying,Senior Leader,ALN,checked,female,214,Kenya,0.6
1130,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,366,United States of America,1.0
1131,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,female,366,United States of America,1.0
1132,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,Missing Data,male,366,South Africa,1.0
1133,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,male,184,Rwanda,0.5
1134,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Missing Data,0.6
1135,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,Kenya,1.0
1136,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,United States of America,0.6
1137,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,female,31,Missing Data,0.1
1138,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,366,United States of America,1.0
1139,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Rwanda,0.6
1140,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Kenya,1.0
1141,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Kenya,0.6
1142,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214,Nigeria,0.6
1143,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,184,South Africa,0.5
1144,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Nigeria,0.2
1145,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
1146,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,male,366,Nigeria,1.0
1147,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Mauritius,0.6
1148,RoomMaster,Missing Data,Free Trial,Mid-career Leader,Consultant,checked,male,61,Germany,0.2
1149,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,214,Kenya,0.6
1150,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,United States of America,0.6
1151,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,214,Kenya,0.6
1152,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,Missing Data,31,Missing Data,0.1
1153,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,female,214,South Africa,0.6
1154,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,United States of America,0.6
1155,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1156,RoomMaster,Joined post-Sprint - June,Free Trial,Young Leader,Missing Data,checked,male,153,United States of America,0.4
1157,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,214,Kenya,0.6
1158,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Cote d'Ivoire,0.6
1159,RoomMaster,Existing Room member,Free Trial,Young Leader,AIIP 2020,checked,male,214,Nigeria,0.6
1160,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,checked,female,214,Senegal,0.6
1161,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,Nigeria,0.6
1162,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1163,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,153,India,0.4
1164,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,366,South Africa,1.0
1165,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United Kingdom,0.6
1166,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,Missing Data,214,South Africa,0.6
1167,RoomMaster,Missing Data,Free Trial,Young Leader,ALU Alumni,checked,Missing Data,31,Ethiopia,0.1
1168,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,United States of America,0.6
1169,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214,South Africa,0.6
1170,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,Missing Data,male,214,Kenya,0.6
1171,RoomMaster,Missing Data,Staff Membership,Young Leader,AL Staff,checked,male,61,Kenya,0.2
1172,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Missing Data,0.2
1173,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
1174,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Mauritius,0.2
1175,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Missing Data,0.2
1176,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,United States of America,1.0
1177,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Nigeria,0.6
1178,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALUSB Alumni,checked,male,214,United States of America,0.6
1179,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,214,Kenya,0.6
1180,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,153,Zimbabwe,0.4
1181,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,214,South Africa,0.6
1182,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1183,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,United States of America,1.0
1184,RoomMaster,Existing Room member,Free Trial,Missing Data,ALN,checked,female,170,Senegalese,0.5
1185,RoomMaster,Existing Room member,Founding Member,Senior Leader,AL Staff,checked,male,366,Kenya,1.0
1186,RoomMaster,Missing Data,Premium Paying,Mid-career Leader,ALUSB 2016 Alumni ISA,checked,male,123,Nigeria,0.3
1187,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214,Kenya,0.6
1188,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,United States of America,0.6
1189,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1190,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Rwanda,0.6
1191,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,male,214,Scotland,0.6
1192,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,214,Nigeria,0.6
1193,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United States of America,0.6
1194,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1195,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,214,Uganda,0.6
1196,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,214,South Africa,0.6
1197,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,male,31,Missing Data,0.1
1198,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1199,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214,Nigeria,0.6
1200,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
1201,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1202,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1203,RoomMaster,Existing Room member,Staff Membership,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
1204,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Mauritius,0.6
1205,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,366,South Africa,1.0
1206,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,214,Turkey,0.6
1207,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1208,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1209,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,214,Kenya,0.6
1210,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,United States of America,0.6
1211,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,male,61,Mauritius,0.2
1212,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,214,Senegal,0.6
1213,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Tanzania,0.2
1214,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Ghana,0.2
1215,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ghana,0.6
1216,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,Missing Data,61,Missing Data,0.2
1217,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,366,South Africa,1.0
1218,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1219,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,Ghana,1.0
1220,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,184,Uganda,0.5
1221,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1222,RoomMaster,Existing Room member,Founding Member,Senior Leader,Missing Data,checked,male,366,France,1.0
1223,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184,Nigeria,0.5
1224,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,184,Mauritius,0.5
1225,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,214,Kenya,0.6
1226,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,214,Kenya,0.6
1227,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,female,214,South Africa,0.6
1228,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Nigeria,0.6
1229,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,School of Wildlife Conservation,checked,female,366,South Africa,1.0
1230,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,female,214,Kenya,0.6
1231,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,214,South Africa,0.6
1232,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,184,Rwanda,0.5
1233,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,male,61,Missing Data,0.2
1234,RoomMaster,Existing Room member,Free Trial,Senior Leader,Staff Nomination,checked,female,214,United States of America,0.6
1235,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1236,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Rwanda,0.6
1237,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,184,Cameroon,0.5
1238,RoomMaster,Existing Room member,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,214,Kenya,0.6
1239,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,Missing Data,female,214,Rwanda,0.6
1240,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,214,Cote d'Ivoire,0.6
1241,RoomMaster,Joined post-Sprint - May,Staff Membership,Mid-career Leader,AL Staff,checked,female,184,Kenya,0.5
1242,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,checked,female,214,Kenya,0.6
1243,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Rwanda,0.2
1244,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,Missing Data,male,214,Kenya,0.6
1245,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,South Africa,0.6
1246,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214,Kenya,0.6
1247,RoomMaster,Missing Data,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,61,Missing Data,0.2
1248,RoomMaster,Missing Data,Staff Membership,Mid-career Leader,AL Staff,checked,male,31,France,0.1
1249,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Mauritius,0.6
1250,RoomMaster,Existing Room member,Founding Member,Senior Leader,Corporate Partner,checked,male,366,Switzerland,1.0
1251,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,214,Kenya,0.6
1252,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,Ghana,0.6
1253,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,United Kingdom,0.6
1254,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,184,Benin,0.5
1255,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,Missing Data,male,214,Kenya,0.6
1256,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,214,Ghana,0.6
1257,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,South Africa,0.6
1258,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
1259,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,214,Uganda,0.6
1260,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1261,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,214,Kenya,0.6
1262,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,214,South Africa,0.6
1263,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,214,South Africa,0.6
1264,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,214,Kenya,0.6
1265,RoomMaster,Missing Data,Premium Paying,Young Leader,ALU 2016 ISA,checked,female,61,Mauritius,0.2
1266,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,male,171,Nigeria,0.5
1267,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,214,Kenya,0.6
